行业名称,股票代码,股票名称,起始日期,结束日期
房地产,600576,万家文化,2015/10/1 0:00,
房地产,600604,市北高新,2013/7/1 0:00,
房地产,600606,绿地控股,2015/10/1 0:00,
房地产,600615,丰华股份,2015/10/1 0:00,
房地产,600620,天宸股份,2015/10/1 0:00,
房地产,600621,华鑫股份,2011/10/10 0:00,
房地产,600622,嘉宝集团,2014/7/1 0:00,
房地产,600638,新黄浦,2015/10/1 0:00,
房地产,600639,浦东金桥,2015/10/1 0:00,
房地产,600641,万业企业,2015/10/1 0:00,
房地产,600647,同达创业,2015/10/16 0:00,
房地产,600648,外高桥,2015/10/1 0:00,
房地产,600649,城投控股,2015/10/1 0:00,
房地产,600657,信达地产,2015/10/1 0:00,
房地产,600658,电子城,2015/10/1 0:00,
房地产,600663,陆家嘴,2015/10/1 0:00,
房地产,600665,天地源,2015/10/1 0:00,
房地产,600675,*ST中企,2015/10/1 0:00,
房地产,600683,京投银泰,2015/10/1 0:00,
房地产,600684,珠江实业,2015/10/1 0:00,
房地产,600696,匹凸匹,2015/10/1 0:00,
房地产,600716,凤凰股份,2015/10/1 0:00,
房地产,600724,宁波富达,2013/7/1 0:00,
房地产,600732,*ST新梅,2015/10/1 0:00,
房地产,600734,实达集团,2015/10/1 0:00,
房地产,600736,苏州高新,2015/10/1 0:00,
房地产,600743,华远地产,2015/10/1 0:00,
房地产,600745,中茵股份,2015/10/1 0:00,
房地产,600748,上实发展,2015/10/1 0:00,
房地产,600753,东方银星,2015/10/1 0:00,
房地产,600767,运盛医疗,2016/2/19 0:00,
房地产,600773,西藏城投,2015/10/1 0:00,
房地产,600777,新潮实业,2015/10/1 0:00,
房地产,600791,京能置业,2015/10/1 0:00,
房地产,600807,天业股份,2015/10/1 0:00,
房地产,600823,世茂股份,2015/10/1 0:00,
房地产,600890,中房股份,2015/10/1 0:00,
房地产,600895,张江高科,2015/10/1 0:00,
房地产,601155,新城控股,2015/12/24 0:00,
房地产,601588,北辰实业,2015/10/1 0:00,
纺织服装,000158,常山股份,2015/10/16 0:00,
纺织服装,000726,鲁泰A,2008/6/2 0:00,
纺织服装,000779,三毛派神,2008/6/2 0:00,
纺织服装,000850,华茂股份,2008/6/2 0:00,
纺织服装,000955,欣龙控股,2011/10/10 0:00,
纺织服装,000971,高升控股,2015/11/3 0:00,
纺织服装,000982,中银绒业,2016/3/10 15:25,
纺织服装,002003,伟星股份,2011/10/10 0:00,
纺织服装,002029,七匹狼,2011/10/10 0:00,
纺织服装,002034,美欣达,2016/1/19 10:40,
纺织服装,002036,联创电子,2011/10/10 0:00,
纺织服装,002042,华孚色纺,2015/11/2 0:00,
纺织服装,002044,美年健康,2011/10/10 0:00,
纺织服装,002070,众和股份,2016/1/18 13:53,
纺织服装,002072,凯瑞德,2008/6/2 0:00,
纺织服装,002083,孚日股份,2008/6/2 0:00,
纺织服装,002087,新野纺织,2008/6/2 0:00,
纺织服装,002098,浔兴股份,2015/6/25 0:00,
纺织服装,002144,宏达高科,2015/11/2 0:00,
纺织服装,002154,报喜鸟,2011/10/10 0:00,
纺织服装,002193,山东如意,2016/3/25 16:15,
纺织服装,002239,奥特佳,2011/10/10 0:00,
纺织服装,002269,美邦服饰,2015/11/2 0:00,
纺织服装,002291,星期六,2011/10/10 0:00,
纺织服装,002293,罗莱生活,2011/10/10 0:00,
纺织服装,002327,富安娜,2011/10/10 0:00,
纺织服装,002394,联发股份,2016/1/18 18:19,
纺织服装,002397,梦洁家纺,2016/1/25 21:44,
纺织服装,002404,嘉欣丝绸,2010/5/10 0:00,
纺织服装,002425,凯撒股份,2011/10/10 0:00,
纺织服装,002485,希努尔,2011/10/10 0:00,
纺织服装,002486,嘉麟杰,2015/11/2 0:00,
纺织服装,002494,华斯股份,2016/1/1 0:00,
纺织服装,002503,搜于特,2011/10/10 0:00,
纺织服装,002516,旷达科技,2011/10/10 0:00,
纺织服装,002517,恺英网络,2011/10/10 0:00,
纺织服装,002563,森马服饰,2011/10/10 0:00,
纺织服装,002569,步森股份,2011/10/10 0:00,
纺织服装,002612,朗姿股份,2015/12/16 0:00,
纺织服装,002634,棒杰股份,2011/11/25 0:00,
纺织服装,002640,跨境通,2015/11/2 0:00,
纺织服装,002656,摩登大道,2016/1/4 13:03,
纺织服装,002674,兴业科技,2012/7/2 0:00,
纺织服装,002687,乔治白,2012/7/4 0:00,
纺织服装,002699,美盛文化,2015/11/2 0:00,
纺织服装,002720,宏良股份,2014/1/22 0:01,
纺织服装,002761,多喜爱,2015/6/15 0:00,
纺织服装,002762,金发拉比,2015/6/15 0:00,
纺织服装,002763,汇洁股份,2015/6/15 0:00,
纺织服装,002776,柏堡龙,2015/6/18 0:00,
纺织服装,002780,三夫户外,2015/11/26 0:00,
纺织服装,300005,探路者,2016/1/1 0:00,
纺织服装,600070,浙江富润,2011/10/10 0:00,
纺织服装,600107,美尔雅,2011/10/10 0:00,
纺织服装,600137,浪莎股份,2011/10/10 0:00,
纺织服装,600152,维科精华,2008/6/2 0:00,
纺织服装,600156,华升股份,2008/6/2 0:00,
纺织服装,600177,雅戈尔,2011/10/10 0:00,
纺织服装,600220,江苏阳光,2008/6/2 0:00,
纺织服装,600232,金鹰股份,2008/6/2 0:00,
纺织服装,600233,大杨创世,2016/3/31 0:00,
纺织服装,600272,开开实业,2011/10/10 0:00,
纺织服装,600370,三房巷,2008/6/2 0:00,
纺织服装,600398,海澜之家,2011/10/10 0:00,
纺织服装,600400,红豆股份,2011/10/10 0:00,
纺织服装,600448,华纺股份,2015/11/2 0:00,
纺织服装,600493,凤竹纺织,2008/6/2 0:00,
纺织服装,600510,黑牡丹,2008/6/2 0:00,
纺织服装,600626,申达股份,2011/10/10 0:00,
纺织服装,600630,龙头股份,2011/10/10 0:00,
纺织服装,600689,上海三毛,2008/6/2 0:00,
纺织服装,600987,航民股份,2016/2/19 0:00,
纺织服装,601339,百隆东方,2015/11/2 0:00,
纺织服装,601566,九牧王,2011/10/10 0:00,
纺织服装,601599,鹿港科技,2015/8/31 13:24,
纺织服装,601718,际华集团,2016/1/1 0:00,
纺织服装,603001,奥康国际,2012/4/18 0:00,
纺织服装,603116,红蜻蜓,2015/6/18 0:00,
纺织服装,603518,维格娜丝,2014/11/25 0:00,
纺织服装,603555,贵人鸟,2016/1/1 0:00,
纺织服装,603558,健盛集团,2015/11/2 0:00,
纺织服装,603608,天创时尚,2016/2/22 0:00,
纺织服装,603808,歌力思,2015/4/13 0:00,
纺织服装,603889,新澳股份,2014/12/19 0:00,
非银金融,000166,申万宏源,2015/1/19 0:00,
非银金融,000415,渤海金控,2015/1/18 0:08,
非银金融,000563,陕国投A,2016/1/4 13:04,
非银金融,000666,经纬纺机,2016/1/10 1:32,
非银金融,000686,东北证券,2014/1/1 0:00,
非银金融,000712,锦龙股份,2015/1/18 0:08,
非银金融,000728,国元证券,2015/8/10 0:00,
非银金融,000750,国海证券,2015/1/18 0:08,
非银金融,000776,广发证券,2015/1/18 0:08,
非银金融,000783,长江证券,2015/1/18 0:08,
非银金融,002500,山西证券,2015/1/18 0:08,
非银金融,002673,西部证券,2015/1/18 0:08,
非银金融,002736,国信证券,2015/1/18 0:08,
非银金融,600030,中信证券,2015/8/14 0:00,
非银金融,600109,国金证券,2015/1/18 0:08,
非银金融,600291,西水股份,2014/1/1 0:01,
非银金融,600369,西南证券,2015/1/18 0:08,
非银金融,600635,大众公用,2015/1/18 0:08,
非银金融,600643,爱建集团,2016/1/10 1:32,
非银金融,600705,中航资本,2014/1/1 0:01,
非银金融,600747,大连控股,2015/1/18 0:08,
非银金融,600783,鲁信创投,2015/1/18 0:08,
非银金融,600816,安信信托,2016/1/12 10:19,
非银金融,600830,香溢融通,2015/1/18 0:08,
非银金融,600837,海通证券,2015/1/18 0:08,
非银金融,600958,东方证券,2016/2/23 0:00,
非银金融,600999,招商证券,2015/8/18 0:00,
非银金融,601099,太平洋,2015/1/18 0:08,
非银金融,601198,东兴证券,2015/2/15 0:00,
非银金融,601211,国泰君安,2015/6/18 0:00,
非银金融,601318,中国平安,2016/3/11 0:00,
非银金融,601336,新华保险,2016/3/11 0:00,
非银金融,601377,兴业证券,2015/10/13 12:51,
非银金融,601555,东吴证券,2015/8/10 0:00,
非银金融,601601,中国太保,2016/3/11 0:00,
非银金融,601628,中国人寿,2016/2/3 0:00,
非银金融,601688,华泰证券,2015/1/18 0:08,
非银金融,601788,光大证券,2015/8/5 0:00,
非银金融,601901,方正证券,2015/1/18 0:08,
非银金融,603300,华铁科技,2015/5/25 0:00,
钢铁,000708,大冶特钢,2015/7/29 0:00,
钢铁,000709,河钢股份,2008/6/2 0:00,
钢铁,000717,韶钢松山,2008/6/2 0:00,
钢铁,000761,本钢板材,2008/6/2 0:00,
钢铁,000778,新兴铸管,2015/10/31 0:00,
钢铁,000825,太钢不锈,2008/6/2 0:00,
钢铁,000898,鞍钢股份,2015/10/31 0:00,
钢铁,000906,物产中拓,2011/10/10 0:00,
钢铁,000932,华菱钢铁,2008/6/2 0:00,
钢铁,000959,首钢股份,2008/6/2 0:00,
钢铁,002075,沙钢股份,2015/11/3 0:00,
钢铁,002110,三钢闽光,2008/6/2 0:00,
钢铁,002318,久立特材,2016/2/19 0:00,
钢铁,002443,金洲管道,2012/10/8 0:00,
钢铁,002478,常宝股份,2012/10/8 0:00,
钢铁,002756,永兴特钢,2015/5/6 0:00,
钢铁,600005,武钢股份,2015/10/31 0:00,
钢铁,600010,包钢股份,2015/10/31 0:00,
钢铁,600019,宝钢股份,2015/10/31 0:00,
钢铁,600022,山东钢铁,2008/6/2 0:00,
钢铁,600117,西宁特钢,2015/10/31 0:00,
钢铁,600126,杭钢股份,2008/6/2 0:00,
钢铁,600231,凌钢股份,2015/10/31 0:00,
钢铁,600282,南钢股份,2008/6/2 0:00,
钢铁,600307,酒钢宏兴,2008/6/2 0:00,
钢铁,600399,抚顺特钢,2008/6/2 0:00,
钢铁,600507,方大特钢,2015/10/31 0:00,
钢铁,600569,安阳钢铁,2008/6/2 0:00,
钢铁,600581,*ST八钢,2015/10/31 0:00,
钢铁,600782,新钢股份,2015/10/31 0:00,
钢铁,600784,鲁银投资,2011/10/10 0:00,
钢铁,600808,马钢股份,2008/6/2 0:00,
钢铁,601003,柳钢股份,2008/6/2 0:00,
钢铁,601005,重庆钢铁,2011/10/10 0:00,
公用事业,000027,深圳能源,2015/11/2 0:00,
公用事业,000035,中国天楹,2015/11/2 0:00,
公用事业,000037,*ST南电A,2015/10/26 0:00,
公用事业,000301,东方市场,2015/7/1 0:00,
公用事业,000531,穗恒运A,2008/6/2 0:00,
公用事业,000539,粤电力A,2015/7/21 0:00,
公用事业,000543,皖能电力,2015/11/2 0:00,
公用事业,000544,中原环保,2015/10/26 0:00,
公用事业,000593,大通燃气,2015/11/2 0:00,
公用事业,000598,兴蓉环境,2015/6/2 0:00,
公用事业,000600,建投能源,2015/11/2 0:00,
公用事业,000601,韶能股份,2015/11/2 0:00,
公用事业,000605,渤海股份,2015/7/1 0:00,
公用事业,000669,金鸿能源,2015/10/31 0:00,
公用事业,000685,中山公用,2015/10/26 0:00,
公用事业,000690,宝新能源,2015/11/2 0:00,
公用事业,000692,惠天热电,2015/10/26 0:00,
公用事业,000695,滨海能源,2015/10/26 0:00,
公用事业,000720,新能泰山,2015/10/26 0:00,
公用事业,000722,湖南发展,2015/11/3 0:00,
公用事业,000767,漳泽电力,2015/10/26 0:00,
公用事业,000791,甘肃电投,2015/11/2 0:00,
公用事业,000826,启迪桑德,2015/11/2 0:00,
公用事业,000862,银星能源,2015/7/1 0:00,
公用事业,000875,吉电股份,2015/10/26 0:00,
公用事业,000883,湖北能源,2015/11/2 0:00,
公用事业,000899,赣能股份,2015/10/26 0:00,
公用事业,000939,凯迪生态,2015/10/31 0:00,
公用事业,000958,东方能源,2015/11/2 0:00,
公用事业,000966,长源电力,2015/10/26 0:00,
公用事业,000993,闽东电力,2015/10/26 0:00,
公用事业,001896,豫能控股,2015/10/26 0:00,
公用事业,002039,黔源电力,2015/11/2 0:00,
公用事业,002267,陕天然气,2016/3/30 9:50,
公用事业,002341,新纶科技,2015/10/31 0:00,
公用事业,002479,富春环保,2016/2/19 0:00,
公用事业,002573,清新环境,2015/10/26 0:00,
公用事业,002672,东江环保,2015/11/2 0:00,
公用事业,002700,新疆浩源,2015/10/26 0:00,
公用事业,300055,万邦达,2015/11/2 0:00,
公用事业,300056,三维丝,2010/2/8 0:00,
公用事业,300070,碧水源,2015/10/26 0:00,
公用事业,300090,盛运环保,2015/8/4 0:00,
公用事业,300125,易世达,2015/11/2 0:00,
公用事业,300137,先河环保,2015/8/14 13:35,
公用事业,300152,科融环境,2015/7/1 0:00,
公用事业,300156,神雾环保,2015/8/4 0:00,
公用事业,300172,中电环保,2015/11/2 0:00,
公用事业,300187,永清环保,2015/10/26 0:00,
公用事业,300190,维尔利,2016/1/19 0:00,
公用事业,300203,聚光科技,2015/11/2 0:00,
公用事业,300262,巴安水务,2015/11/2 0:00,
公用事业,300332,天壕环境,2015/11/2 0:00,
公用事业,300334,津膜科技,2012/6/21 0:00,
公用事业,300335,迪森股份,2015/10/31 0:00,
公用事业,300388,国祯环保,2015/11/2 0:00,
公用事业,300422,博世科,2015/11/2 0:00,
公用事业,300425,环能科技,2015/11/2 0:00,
公用事业,600008,首创股份,2015/11/2 0:00,
公用事业,600011,华能国际,2015/10/26 0:00,
公用事业,600021,上海电力,2015/10/26 0:00,
公用事业,600023,浙能电力,2015/11/2 0:00,
公用事业,600027,华电国际,2015/10/26 0:00,
公用事业,600098,广州发展,2015/11/2 0:00,
公用事业,600101,明星电力,2015/10/26 0:00,
公用事业,600116,三峡水利,2015/10/26 0:00,
公用事业,600131,岷江水电,2015/10/26 0:00,
公用事业,600167,联美控股,2015/10/26 0:00,
公用事业,600168,武汉控股,2008/6/2 0:00,
公用事业,600187,国中水务,2015/10/31 0:00,
公用事业,600217,秦岭水泥,2015/7/1 0:00,
公用事业,600236,桂冠电力,2015/11/2 0:00,
公用事业,600283,钱江水利,2008/6/2 0:00,
公用事业,600292,中电远达,2015/6/2 0:00,
公用事业,600310,桂东电力,2015/11/2 0:00,
公用事业,600323,瀚蓝环境,2015/11/2 0:00,
公用事业,600333,长春燃气,2015/11/2 0:00,
公用事业,600396,金山股份,2015/10/26 0:00,
公用事业,600452,涪陵电力,2015/10/26 0:00,
公用事业,600461,洪城水业,2015/10/26 0:00,
公用事业,600483,福能股份,2015/10/26 0:00,
公用事业,600505,西昌电力,2015/10/26 0:00,
公用事业,600509,天富能源,2015/11/2 0:00,
公用事业,600578,京能电力,2015/11/2 0:00,
公用事业,600617,国新能源,2015/10/26 0:00,
公用事业,600642,申能股份,2015/11/2 0:00,
公用事业,600644,乐山电力,2015/11/2 0:00,
公用事业,600674,川投能源,2015/11/2 0:00,
公用事业,600719,大连热电,2015/10/26 0:00,
公用事业,600726,华电能源,2015/10/26 0:00,
公用事业,600744,华银电力,2015/10/26 0:00,
公用事业,600758,红阳能源,2015/10/26 0:00,
公用事业,600769,祥龙电业,2015/10/26 0:00,
公用事业,600780,通宝能源,2015/10/26 0:00,
公用事业,600795,国电电力,2015/11/2 0:00,
公用事业,600856,中天能源,2015/11/2 0:00,
公用事业,600863,内蒙华电,2015/11/2 0:00,
公用事业,600864,哈投股份,2015/10/26 0:00,
公用事业,600868,梅雁吉祥,2015/10/26 0:00,
公用事业,600874,创业环保,2015/10/26 0:00,
公用事业,600886,国投电力,2015/11/2 0:00,
公用事业,600900,长江电力,2015/11/2 0:00,
公用事业,600917,重庆燃气,2015/11/2 0:00,
公用事业,600969,郴电国际,2015/11/2 0:00,
公用事业,600979,广安爱众,2015/11/2 0:00,
公用事业,600982,宁波热电,2015/10/26 0:00,
公用事业,600995,文山电力,2015/10/26 0:00,
公用事业,601016,节能风电,2015/11/2 0:00,
公用事业,601139,深圳燃气,2015/11/2 0:00,
公用事业,601158,重庆水务,2015/8/11 0:08,
公用事业,601199,江南水务,2011/3/9 0:00,
公用事业,601368,绿城水务,2015/6/15 0:00,
公用事业,601985,中国核电,2015/7/1 13:03,
公用事业,601991,大唐发电,2015/11/2 0:00,
公用事业,603126,中材节能,2014/7/31 0:00,
公用事业,603568,伟明环保,2015/5/25 0:00,
公用事业,603588,高能环境,2015/10/26 0:00,
国防军工,000738,中航动控,2014/1/1 0:01,
国防军工,000768,中航飞机,2015/10/26 0:00,
国防军工,002013,中航机电,2014/1/1 0:01,
国防军工,002023,海特高新,2014/1/1 0:01,
国防军工,002151,北斗星通,2016/2/4 1:32,
国防军工,002190,成飞集成,2014/7/1 0:00,
国防军工,002297,博云新材,2014/1/1 0:01,
国防军工,002608,*ST舜船,2014/1/1 0:01,
国防军工,300008,上海佳豪,2016/3/10 15:25,
国防军工,300101,振芯科技,2015/11/3 0:00,
国防军工,300123,太阳鸟,2014/1/1 0:01,
国防军工,300424,航新科技,2016/2/19 0:00,
国防军工,300456,耐威科技,2015/11/3 0:00,
国防军工,300474,景嘉微,2016/4/7 0:00,
国防军工,600038,中直股份,2015/10/26 0:00,
国防军工,600072,钢构工程,2014/1/1 0:01,
国防军工,600118,中国卫星,2015/10/26 0:00,
国防军工,600150,中国船舶,2015/10/26 0:00,
国防军工,600184,光电股份,2014/1/1 0:01,
国防军工,600316,洪都航空,2014/1/1 0:01,
国防军工,600343,航天动力,2014/1/1 0:01,
国防军工,600372,中航电子,2015/10/26 0:00,
国防军工,600391,成发科技,2014/1/1 0:01,
国防军工,600435,北方导航,2014/1/1 0:01,
国防军工,600562,国睿科技,2016/2/19 0:00,
国防军工,600677,航天通信,2015/11/3 0:00,
国防军工,600685,中船防务,2015/10/26 0:00,
国防军工,600760,中航黑豹,2014/1/1 0:01,
国防军工,600879,航天电子,2014/1/1 0:01,
国防军工,600893,中航动力,2015/10/26 0:00,
国防军工,600990,四创电子,2015/10/26 0:00,
国防军工,601890,亚星锚链,2015/10/26 0:00,
国防军工,601989,中国重工,2015/10/31 0:00,
化工,000059,*ST华锦,2016/4/13 0:00,
化工,000096,广聚能源,2016/4/13 0:00,
化工,000155,*ST川化,2008/6/2 0:00,
化工,000407,胜利股份,2015/11/2 0:00,
化工,000420,吉林化纤,2008/6/2 0:00,
化工,000422,湖北宜化,2008/6/2 0:00,
化工,000510,*ST金路,2008/6/2 0:00,
化工,000523,广州浪奇,2015/10/26 0:00,
化工,000525,红太阳,2008/6/2 0:00,
化工,000545,金浦钛业,2014/7/1 0:00,
化工,000553,沙隆达A,2008/6/2 0:00,
化工,000554,泰山石油,2016/4/13 0:00,
化工,000565,渝三峡A,2011/10/10 0:00,
化工,000584,友利控股,2008/6/2 0:00,
化工,000589,黔轮胎A,2008/6/2 0:00,
化工,000599,青岛双星,2015/10/26 0:00,
化工,000615,湖北金环,2008/6/2 0:00,
化工,000627,天茂集团,2011/10/10 0:00,
化工,000635,英力特,2008/6/2 0:00,
化工,000637,茂化实华,2015/10/26 0:00,
化工,000662,索芙特,2008/6/2 0:00,
化工,000677,恒天海龙,2008/6/2 0:00,
化工,000683,远兴能源,2015/7/1 0:00,
化工,000687,华讯方舟,2008/6/2 0:00,
化工,000698,沈阳化工,2016/4/13 0:00,
化工,000703,恒逸石化,2015/10/26 0:00,
化工,000707,双环科技,2008/6/2 0:00,
化工,000731,四川美丰,2008/6/2 0:00,
化工,000737,南风化工,2008/6/2 0:00,
化工,000755,山西三维,2014/1/1 0:01,
化工,000782,美达股份,2008/6/2 0:00,
化工,000792,盐湖股份,2015/10/26 0:00,
化工,000818,方大化工,2014/1/1 0:01,
化工,000819,岳阳兴长,2008/6/2 0:00,
化工,000822,山东海化,2008/6/2 0:00,
化工,000830,鲁西化工,2008/6/2 0:00,
化工,000859,国风塑业,2008/6/2 0:00,
化工,000902,新洋丰,2015/6/4 0:00,
化工,000912,泸天化,2008/6/2 0:00,
化工,000936,华西股份,2008/6/2 0:00,
化工,000949,新乡化纤,2008/6/2 0:00,
化工,000950,建峰化工,2008/6/2 0:00,
化工,000953,河池化工,2008/6/2 0:00,
化工,000973,佛塑科技,2008/6/2 0:00,
化工,000976,春晖股份,2008/6/2 0:00,
化工,000985,大庆华科,2015/8/14 0:00,
化工,002002,鸿达兴业,2008/6/2 0:00,
化工,002004,华邦健康,2016/4/13 0:00,
化工,002010,传化股份,2016/2/4 0:00,
化工,002015,霞客环保,2008/6/2 0:00,
化工,002018,华信国际,2016/4/13 0:00,
化工,002037,久联发展,2016/4/13 0:00,
化工,002053,云南盐化,2016/2/19 0:00,
化工,002054,德美化工,2008/6/2 0:00,
化工,002061,*ST江化,2015/12/31 0:00,
化工,002064,华峰氨纶,2016/2/4 0:00,
化工,002068,黑猫股份,2015/10/26 0:00,
化工,002080,中材科技,2014/1/1 0:01,
化工,002092,中泰化学,2016/3/23 0:00,
化工,002096,南岭民爆,2008/6/2 0:00,
化工,002108,沧州明珠,2015/10/26 0:00,
化工,002109,*ST兴化,2008/6/2 0:00,
化工,002125,湘潭电化,2008/6/2 0:00,
化工,002127,南极电商,2016/2/19 0:00,
化工,002136,安纳达,2008/6/2 0:00,
化工,002145,中核钛白,2011/10/10 0:00,
化工,002165,红宝丽,2015/10/26 0:00,
化工,002170,芭田股份,2015/8/14 0:00,
化工,002172,澳洋科技,2016/1/19 0:00,
化工,002192,融捷股份,2008/6/2 0:00,
化工,002201,九鼎新材,2014/1/1 0:01,
化工,002206,海利得,2016/2/4 0:00,
化工,002211,宏达新材,2015/11/2 0:00,
化工,002215,诺普信,2015/12/29 0:00,
化工,002221,东华能源,2008/6/2 0:00,
化工,002224,三力士,2015/8/4 0:00,
化工,002226,江南化工,2008/6/2 0:00,
化工,002246,北化股份,2014/1/1 0:01,
化工,002250,联化科技,2016/2/4 0:00,
化工,002254,泰和新材,2016/2/4 0:00,
化工,002256,彩虹精化,2011/10/10 0:00,
化工,002258,利尔化学,2008/6/18 0:00,
化工,002263,大东南,2015/11/2 0:00,
化工,002274,华昌化工,2011/10/10 0:00,
化工,002319,乐通股份,2009/11/23 0:00,
化工,002324,普利特,2011/10/10 0:00,
化工,002326,永太科技,2011/10/10 0:00,
化工,002343,慈文传媒,2015/10/31 0:00,
化工,002360,同德化工,2010/2/3 0:00,
化工,002361,神剑股份,2016/4/13 0:00,
化工,002377,国创高新,2010/3/5 0:00,
化工,002381,双箭股份,2015/11/2 0:00,
化工,002382,蓝帆医疗,2010/3/17 0:00,
化工,002386,天原集团,2010/3/22 0:00,
化工,002391,长青股份,2015/10/26 0:00,
化工,002395,双象股份,2015/10/31 0:00,
化工,002407,多氟多,2011/10/10 0:00,
化工,002408,齐翔腾达,2014/1/1 0:01,
化工,002409,雅克科技,2016/3/1 16:00,
化工,002411,必康股份,2016/4/13 0:00,
化工,002427,尤夫股份,2010/6/7 0:00,
化工,002440,闰土股份,2015/10/26 0:00,
化工,002442,龙星化工,2011/10/10 0:00,
化工,002450,康得新,2010/6/29 0:00,
化工,002453,天马精化,2015/8/14 0:00,
化工,002455,百川股份,2010/8/2 0:00,
化工,002464,金利科技,2010/8/30 0:00,
化工,002470,金正大,2015/11/2 0:00,
化工,002476,宝莫股份,2010/9/14 0:00,
化工,002493,荣盛石化,2015/11/2 0:00,
化工,002496,辉丰股份,2010/10/27 0:00,
化工,002497,雅化集团,2010/10/27 0:00,
化工,002513,蓝丰生化,2010/11/22 0:00,
化工,002538,司尔特,2011/10/10 0:00,
化工,002539,新都化工,2015/7/16 0:00,
化工,002549,凯美特气,2011/10/10 0:00,
化工,002556,辉隆股份,2015/10/26 0:00,
化工,002562,兄弟科技,2015/10/16 0:00,
化工,002581,未名医药,2011/5/5 0:00,
化工,002584,西陇科学,2015/11/2 0:00,
化工,002588,史丹利,2015/10/27 0:00,
化工,002591,恒大高新,2014/1/1 0:01,
化工,002597,金禾实业,2015/11/2 0:00,
化工,002601,佰利联,2011/7/6 0:00,
化工,002632,道明光学,2015/10/31 0:00,
化工,002637,赞宇科技,2011/11/16 0:00,
化工,002643,万润股份,2016/2/4 0:00,
化工,002648,卫星石化,2015/8/14 0:00,
化工,002666,德联集团,2012/3/14 0:00,
化工,002669,康达新材,2015/10/26 0:00,
化工,002683,宏大爆破,2016/2/4 0:00,
化工,002709,天赐材料,2014/1/8 0:01,
化工,002734,利民股份,2015/1/15 0:01,
化工,002741,光华科技,2015/11/2 0:00,
化工,002748,世龙实业,2015/3/9 0:00,
化工,002749,国光股份,2015/3/16 0:00,
化工,002753,永东股份,2015/5/6 0:00,
化工,002768,国恩股份,2015/6/18 0:00,
化工,002778,高科石化,2015/12/28 0:00,
化工,002783,凯龙股份,2015/12/15 0:00,
化工,300019,硅宝科技,2015/10/26 0:00,
化工,300031,宝通科技,2016/1/27 0:00,
化工,300037,新宙邦,2015/10/26 0:00,
化工,300041,回天新材,2015/10/26 0:00,
化工,300054,鼎龙股份,2015/11/2 0:00,
化工,300063,天龙集团,2015/10/31 0:00,
化工,300067,安诺其,2010/4/9 0:00,
化工,300072,三聚环保,2010/4/16 0:00,
化工,300073,当升科技,2015/11/18 11:06,
化工,300082,奥克股份,2014/1/1 0:01,
化工,300107,建新股份,2010/8/9 0:00,
化工,300108,双龙股份,2011/10/10 0:00,
化工,300109,新开源,2010/8/9 0:00,
化工,300121,阳谷华泰,2010/9/16 0:00,
化工,300132,青松股份,2010/10/12 0:00,
化工,300135,宝利国际,2016/4/13 0:00,
化工,300163,先锋新材,2014/1/1 0:01,
化工,300169,天晟新材,2014/1/1 0:01,
化工,300174,元力股份,2015/11/2 0:00,
化工,300180,华峰超纤,2015/10/26 0:00,
化工,300192,科斯伍德,2011/3/14 0:00,
化工,300196,长海股份,2014/1/1 0:01,
化工,300200,高盟新材,2014/1/1 0:01,
化工,300214,日科化学,2011/10/10 0:00,
化工,300218,安利股份,2011/10/10 0:00,
化工,300221,银禧科技,2015/10/26 0:00,
化工,300225,金力泰,2011/5/23 0:00,
化工,300230,永利股份,2011/6/7 0:00,
化工,300236,上海新阳,2015/10/26 0:00,
化工,300243,瑞丰高材,2016/2/4 0:00,
化工,300285,国瓷材料,2015/12/24 0:00,
化工,300305,裕兴股份,2012/3/19 0:00,
化工,300320,海达股份,2012/5/24 0:00,
化工,300321,同大股份,2012/5/14 0:00,
化工,300325,德威新材,2012/5/22 0:00,
化工,300343,联创股份,2015/8/24 16:18,
化工,300387,富邦股份,2015/10/26 0:00,
化工,300398,飞凯材料,2015/11/2 0:00,
化工,300405,科隆精化,2014/10/24 0:00,
化工,300409,道氏技术,2016/2/4 0:00,
化工,300429,强力新材,2015/7/14 0:00,
化工,300437,清水源,2015/4/13 0:00,
化工,300459,浙江金科,2016/2/19 0:00,
化工,300478,杭州高新,2015/6/15 0:00,
化工,300481,濮阳惠成,2015/6/18 0:00,
化工,300487,蓝晓科技,2015/6/18 0:00,
化工,300505,川金诺,2016/3/23 0:00,
化工,600028,中国石化,2015/8/14 0:00,
化工,600061,国投安信,2008/6/2 0:00,
化工,600063,皖维高新,2008/6/2 0:00,
化工,600075,新疆天业,2008/6/2 0:00,
化工,600078,澄星股份,2011/10/10 0:00,
化工,600091,ST明科,2008/6/2 0:00,
化工,600094,大名城,2015/10/1 0:00,
化工,600096,云天化,2015/8/18 0:00,
化工,600141,兴发集团,2011/10/10 0:00,
化工,600143,金发科技,2016/2/4 0:00,
化工,600155,宝硕股份,2016/2/23 0:00,
化工,600160,巨化股份,2011/10/10 0:00,
化工,600176,中国巨石,2015/10/26 0:00,
化工,600182,S佳通,2008/6/2 0:00,
化工,600227,赤天化,2008/6/2 0:00,
化工,600228,昌九生化,2008/6/2 0:00,
化工,600229,城市传媒,2015/11/2 0:00,
化工,600230,*ST沧大,2014/1/1 0:01,
化工,600249,两面针,2016/4/13 0:00,
