,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,puyh,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2010-01-04 21:00:00,0.0,0.0,-0.0385,0.0160434170792,0.0,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-04 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-04 00:00:00+0000', tz='UTC', offset='C'), 'id': '996c82dba7d24d1c992d5ac4df2340fa', 'filled': 0}]",2010-01-04 21:00:00+00:00,2010-01,2010-01-04 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,1,[],0.0385
2010-01-05 21:00:00,0.0,0.0,-0.0377,0.0192090794198,0.145113530937,0.0,0.0,100000.0,0.0,0.0,-0.0377,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-05 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-05 00:00:00+0000', tz='UTC', offset='C'), 'id': 'bce3a4f366e74adcb938ebdf82a3a48e', 'filled': 0}]",2010-01-05 21:00:00+00:00,2010-01,2010-01-05 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,2,[],0.0377
2010-01-06 21:00:00,0.0,0.0,-0.0385,0.0197650788937,0.131850343958,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-06 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-06 00:00:00+0000', tz='UTC', offset='C'), 'id': '2747203d7cda41eea8f812ac860bb24e', 'filled': 0}]",2010-01-06 21:00:00+00:00,2010-01,2010-01-06 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,3,[],0.0385
2010-01-07 21:00:00,0.0,0.0,-0.0385,0.0238453641577,0.109566483827,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-07 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-07 00:00:00+0000', tz='UTC', offset='C'), 'id': '95fb35ca361d43e6a8f326b2794a4b44', 'filled': 0}]",2010-01-07 21:00:00+00:00,2010-01,2010-01-07 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,4,[],0.0385
2010-01-08 21:00:00,0.0,0.0,-0.0383,0.0267958072308,0.0973182249573,0.0,0.0,100000.0,0.0,0.0,-0.0383,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-08 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-08 00:00:00+0000', tz='UTC', offset='C'), 'id': 'a7bd0b584e7c4e1e90d65679bdf09100', 'filled': 0}]",2010-01-08 21:00:00+00:00,2010-01,2010-01-08 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,5,[],0.0383
2010-01-11 21:00:00,0.0,0.0,-0.0385,0.028589368385,0.0900676477357,0.0,0.0,100000.0,0.0,0.0,-0.0385,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-11 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-11 00:00:00+0000', tz='UTC', offset='C'), 'id': '424b84d413614c269ac8ea5c6674aabb', 'filled': 0}]",2010-01-11 21:00:00+00:00,2010-01,2010-01-11 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,6,[],0.0385
2010-01-12 21:00:00,0.0,0.0,-0.0374,0.0189400013044,0.11798692217,0.0,0.0,100000.0,0.0,0.0,-0.0374,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-12 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-12 00:00:00+0000', tz='UTC', offset='C'), 'id': 'abd69b24828f4679bed5fb685bc3620d', 'filled': 0}]",2010-01-12 21:00:00+00:00,2010-01,2010-01-12 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,7,[],0.0374
2010-01-13 21:00:00,0.0,0.0,-0.038,0.0274236199965,0.11369490369,0.0,0.0,100000.0,0.0,0.0,-0.038,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-13 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-13 00:00:00+0000', tz='UTC', offset='C'), 'id': '79f42f5aa41645f19dccb00f3d1d16b6', 'filled': 0}]",2010-01-13 21:00:00+00:00,2010-01,2010-01-13 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,8,[],0.038
2010-01-14 21:00:00,0.0,0.0,-0.0376,0.0299165866003,0.106479087097,0.0,0.0,100000.0,0.0,0.0,-0.0376,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-14 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-14 00:00:00+0000', tz='UTC', offset='C'), 'id': 'b31d9988f69e45a58a1236f1ec01f799', 'filled': 0}]",2010-01-14 21:00:00+00:00,2010-01,2010-01-14 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,9,[],0.0376
2010-01-15 21:00:00,0.0,0.0,-0.037,0.018769665008,0.122902145906,0.0,0.0,100000.0,0.0,0.0,-0.037,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-15 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-15 00:00:00+0000', tz='UTC', offset='C'), 'id': '2dd7744c62114d04a93eaae0edf2ae4d', 'filled': 0}]",2010-01-15 21:00:00+00:00,2010-01,2010-01-15 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,10,[],0.037
2010-01-19 21:00:00,0.0,0.0,-0.0373,0.0315039052605,0.12717721705,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-19 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-19 00:00:00+0000', tz='UTC', offset='C'), 'id': '389a952b06fb48819559a58c66722d6a', 'filled': 0}]",2010-01-19 21:00:00+00:00,2010-01,2010-01-19 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,11,[],0.0373
2010-01-20 21:00:00,0.0,0.0,-0.0368,0.0205722029358,0.136025899795,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-20 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-20 00:00:00+0000', tz='UTC', offset='C'), 'id': '68b61ad44eaf43b7895721a7e0ede065', 'filled': 0}]",2010-01-20 21:00:00+00:00,2010-01,2010-01-20 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,12,[],0.0368
2010-01-21 21:00:00,0.0,0.0,-0.0362,0.00123756078346,0.158898470358,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-21 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-21 00:00:00+0000', tz='UTC', offset='C'), 'id': 'a0d0bc6d02e44ebca1cca1270948b8c6', 'filled': 0}]",2010-01-21 21:00:00+00:00,2010-01,2010-01-21 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,13,[],0.0362
2010-01-22 21:00:00,0.0,0.0,-0.0362,-0.020930828179,0.179565212902,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-22 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-22 00:00:00+0000', tz='UTC', offset='C'), 'id': 'fce4029f09a44c48b65869bb834323bd', 'filled': 0}]",2010-01-22 21:00:00+00:00,2010-01,2010-01-22 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,14,[],0.0362
2010-01-25 21:00:00,0.0,0.0,-0.0366,-0.0164289726431,0.174800192564,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-25 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-25 00:00:00+0000', tz='UTC', offset='C'), 'id': 'c3d0b95222f747779e6fa76caadcfceb', 'filled': 0}]",2010-01-25 21:00:00+00:00,2010-01,2010-01-25 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,15,[],0.0366
2010-01-26 21:00:00,0.0,0.0,-0.0365,-0.0205631176518,0.16933695477,0.0,0.0,100000.0,0.0,0.0,-0.0365,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-26 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-26 00:00:00+0000', tz='UTC', offset='C'), 'id': '2631a8d32bc14a1db5b29a90ad727ee7', 'filled': 0}]",2010-01-26 21:00:00+00:00,2010-01,2010-01-26 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,16,[],0.0365
2010-01-27 21:00:00,0.0,0.0,-0.0366,-0.0157833166342,0.1656466383,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-27 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-27 00:00:00+0000', tz='UTC', offset='C'), 'id': 'be5b61cd9fd549e2b49081d86ac9b238', 'filled': 0}]",2010-01-27 21:00:00+00:00,2010-01,2010-01-27 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,17,[],0.0366
2010-01-28 21:00:00,0.0,0.0,-0.0368,-0.0274145347126,0.165826531436,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-28 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-28 00:00:00+0000', tz='UTC', offset='C'), 'id': 'e4de6cb8442c4bbfa550e52a76fe40ec', 'filled': 0}]",2010-01-28 21:00:00+00:00,2010-01,2010-01-28 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,18,[],0.0368
2010-01-29 21:00:00,0.0,0.0,-0.0363,-0.036974246155,0.163990217283,0.0,0.0,100000.0,0.0,0.0,-0.0363,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-01-29 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-01-29 00:00:00+0000', tz='UTC', offset='C'), 'id': '822cfefd23f2486a99f7630f6003dab8', 'filled': 0}]",2010-01-29 21:00:00+00:00,2010-01,2010-01-29 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,19,[],0.0363
2010-02-01 21:00:00,0.0,0.0,-0.0368,-0.02323561614,0.169654396768,0.0,0.0,100000.0,0.0,0.0,-0.0368,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-01 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-01 00:00:00+0000', tz='UTC', offset='C'), 'id': 'e71a1823738241dfb977370a715adc69', 'filled': 0}]",2010-02-01 21:00:00+00:00,2010-02,2010-02-01 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,20,[],0.0368
2010-02-02 21:00:00,0.0,0.0,-0.0367,-0.0105641021017,0.172415036451,0.0,0.0,100000.0,0.0,0.0,-0.0367,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-02 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-02 00:00:00+0000', tz='UTC', offset='C'), 'id': '777c3a2ae15d41f6b86e70f88a4d86f7', 'filled': 0}]",2010-02-02 21:00:00+00:00,2010-02,2010-02-02 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,21,[],0.0367
2010-02-03 21:00:00,0.0,0.0,-0.0373,-0.0159805823546,0.169117166065,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-03 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-03 00:00:00+0000', tz='UTC', offset='C'), 'id': '2442dbf2b4a446189c7ed10f89360b8e', 'filled': 0}]",2010-02-03 21:00:00+00:00,2010-02,2010-02-03 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,22,[],0.0373
2010-02-04 21:00:00,0.0,0.0,-0.0362,-0.0466236141324,0.193566990932,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-04 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-04 00:00:00+0000', tz='UTC', offset='C'), 'id': 'ce10561106004482be82b5c93606822b', 'filled': 0}]",2010-02-04 21:00:00+00:00,2010-02,2010-02-04 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,23,[],0.0362
2010-02-05 21:00:00,0.0,0.0,-0.0359,-0.0438615694132,0.189976732378,0.0,0.0,100000.0,0.0,0.0,-0.0359,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-05 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-05 00:00:00+0000', tz='UTC', offset='C'), 'id': '0a17f6e64d184449a1274ee6bcf9155b', 'filled': 0}]",2010-02-05 21:00:00+00:00,2010-02,2010-02-05 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,24,[],0.0359
2010-02-08 21:00:00,0.0,0.0,-0.0362,-0.0523361019246,0.187324677523,0.0,0.0,100000.0,0.0,0.0,-0.0362,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-08 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-08 00:00:00+0000', tz='UTC', offset='C'), 'id': '54fe8004ec2c4b01a018c3b79cb6594f', 'filled': 0}]",2010-02-08 21:00:00+00:00,2010-02,2010-02-08 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,25,[],0.0362
2010-02-09 21:00:00,0.0,0.0,-0.0367,-0.0399784386688,0.189480705328,0.0,0.0,100000.0,0.0,0.0,-0.0367,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-09 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-09 00:00:00+0000', tz='UTC', offset='C'), 'id': '9ed1a8c0238a4fb085a072cc87973a3b', 'filled': 0}]",2010-02-09 21:00:00+00:00,2010-02,2010-02-09 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,26,[],0.0367
2010-02-10 21:00:00,0.0,0.0,-0.0372,-0.0421217576997,0.185814631271,0.0,0.0,100000.0,0.0,0.0,-0.0372,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-10 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-10 00:00:00+0000', tz='UTC', offset='C'), 'id': '5cd7e010059340a5852d4958dc44e474', 'filled': 0}]",2010-02-10 21:00:00+00:00,2010-02,2010-02-10 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,27,[],0.0372
2010-02-11 21:00:00,0.0,0.0,-0.0373,-0.0328490770231,0.185414672375,0.0,0.0,100000.0,0.0,0.0,-0.0373,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-11 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-11 00:00:00+0000', tz='UTC', offset='C'), 'id': '57039f1884fc4995b7caa3b3e0326dd6', 'filled': 0}]",2010-02-11 21:00:00+00:00,2010-02,2010-02-11 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,28,[],0.0373
2010-02-12 21:00:00,0.0,0.0,-0.0369,-0.0355035125569,0.182136101261,0.0,0.0,100000.0,0.0,0.0,-0.0369,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-12 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-12 00:00:00+0000', tz='UTC', offset='C'), 'id': '2de5a55f06794461bcb0c727fdce4adc', 'filled': 0}]",2010-02-12 21:00:00+00:00,2010-02,2010-02-12 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,29,[],0.0369
2010-02-16 21:00:00,0.0,0.0,-0.0366,-0.018141854036,0.187404893387,0.0,0.0,100000.0,0.0,0.0,-0.0366,0.0,,0,0,0,0,0.0,0.0,"[{'status': 0, 'created': Timestamp('2010-02-16 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(24, symbol=u'600000', asset_name=None, exchange=u'', start_date=None, end_date=None, first_traded=None, auto_close_date=None), 'dt': Timestamp('2010-02-16 00:00:00+0000', tz='UTC', offset='C'), 'id': '38ea2c1b1e1f41f0910e4b231500f51a', 'filled': 0}]",2010-02-16 21:00:00+00:00,2010-02,2010-02-16 14:31:00+00:00,0.0,100000.0,[],<zipline._protocol.SidView object at 0x0000000009612728>,0.0,,0,0,0,0.0,100000.0,0.0,0.0,30,[],0.0366
